# LAMMPS data file written by OVITO Basic 3.5.4
3072 atoms
2 atom types
0.6885401389 22.1430836832 xlo xhi
0.7664297062 21.0358252528 ylo yhi
0.9067410328 77.0298645069 zlo zhi

Masses

1 10.81
2 14.007

Atoms  # atomic

21 1 2.54961 6.49828 8.1202
405 1 2.39848 5.48328 19.1205
68 2 1.52968 2.82454 2.14459
259 2 3.18407 0.974127 2.66751
432 1 5.93505 3.74885 13.8119
390 1 0.900423 5.98196 17.0361
22 1 2.69344 2.00507 1.6927
71 2 3.68641 1.50095 9.1156
270 2 5.77284 1.03227 2.4185
69 2 1.73864 5.39049 8.03684
14 1 0.954283 2.32303 3.36325
420 1 6.10656 6.13165 19.5931
591 1 5.27429 0.947042 16.3248
83 2 5.28864 6.33945 6.504
59 2 1.08961 1.37322 8.58901
37 1 5.35219 6.39575 5.023
33 1 5.44171 3.84936 4.70477
20 1 2.27384 2.03835 9.17946
6 1 1.06312 5.42068 6.7023
61 2 1.80254 5.62173 10.8806
458 2 3.63356 7.37682 10.6902
75 2 5.37402 5.39549 1.45647
24 1 2.54788 4.3348 8.43718
26 1 4.39319 5.06207 7.25609
73 2 2.27247 3.4811 9.57476
76 2 3.84683 3.8664 7.77638
230 1 4.2473 2.59289 8.35538
31 1 5.01988 5.43003 2.77987
81 2 5.09649 5.22567 4.17594
64 2 1.01572 0.93068 3.86519
34 1 4.15765 6.6764 7.38856
406 1 2.36394 4.14562 10.7991
62 2 1.48309 4.629 5.654
466 2 5.00307 3.15059 13.0952
448 2 1.14675 2.39265 13.5799
467 2 5.74065 5.10283 14.6058
472 2 5.51862 2.42343 16.3457
418 1 4.7195 4.97704 15.5351
407 1 4.68629 7.54563 19.2972
456 2 3.54779 4.91859 19.739
404 1 1.96351 2.04294 16.3029
427 1 3.7519 2.72617 12.7269
452 2 2.67927 3.53851 12.0697
460 2 3.76667 4.34708 16.2362
457 2 2.36973 2.78903 17.5157
455 2 3.15222 1.99876 15.496
410 1 4.17021 2.97711 15.996
408 1 2.67859 4.17295 17.201
790 1 2.71358 2.08686 18.6994
419 1 3.81111 1.11503 14.5503
398 1 1.46464 3.57853 12.8997
589 1 1.81439 1.22625 13.4022
643 2 3.31683 1.20241 13.1156
453 2 1.93568 5.2534 17.7395
446 2 0.718003 6.00196 15.5059
415 1 4.98134 7.31337 11.0718
70 2 5.59515 7.08414 12.3675
409 1 2.38004 6.90284 11.2931
392 1 1.05504 7.27154 15.0026
2717 1 5.98331 2.29273 1.76084
42 1 4.51707 0.808432 3.19387
89 2 6.09041 7.54236 4.51423
72 2 3.45887 7.59085 8.17273
12 1 0.75167 1.5423 7.13441
88 2 6.37625 1.05829 6.34309
82 2 6.55419 3.06847 4.77946
